Date,Name,Year,Letterboxd URI,Rating,director,country,genres,themes,Major Genre,ratingCount,communityScoreRaw,communityScoreWeighted
2020-01-11,Casting JonBenet,2017,https://boxd.it/fgXM,3.5,Kitty Green,australia,"['documentary', 'crime']","['Politics and human rights', 'Humanity and the world around us', 'Thrillers and murder mysteries', 'Intense violence and sexual transgression']",documentary,14638,8,3.24
2020-01-26,Midsommar,2019,https://boxd.it/jhxe,4.5,Ari Aster,sweden,"['drama', 'horror', 'mystery']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",drama,960980,7,3.84
2020-02-24,Parasite,2019,https://boxd.it/hTha,5.0,Bong Joon Ho,south-korea,"['comedy', 'drama', 'thriller']","['Moving relationship stories', 'Intense violence and sexual transgression']",comedy,1397113,10,4.58
2020-03-23,Ratatouille,2007,https://boxd.it/27ww,4.0,Brad Bird,usa,"['fantasy', 'family', 'comedy', 'animation']",['Relationship comedy'],fantasy,711009,10,4.15
2020-05-09,The Lighthouse,2019,https://boxd.it/icFU,3.5,Robert Eggers,canada,"['thriller', 'fantasy', 'drama', 'horror']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression', 'Monsters, aliens, sci-fi and the apocalypse']",thriller,565275,10,4.05
2020-08-23,The Little Shop of Horrors,1960,https://boxd.it/1xDm,2.5,Roger Corman,usa,"['science-fiction', 'comedy', 'horror']","['Crude humor and satire', 'Horror, the undead and monster classics', 'Song and dance']",science-fiction,12583,5,3.11
2020-09-09,Southbound,2015,https://boxd.it/bX3Y,4.0,Matt Bettinelli Olpin,usa,"['thriller', 'fantasy', 'science-fiction', 'horror']","['Horror, the undead and monster classics', 'Monsters, aliens, sci-fi and the apocalypse', 'Intense violence and sexual transgression']",thriller,16814,8,3.02
2020-09-09,The Lodge,2019,https://boxd.it/h2c2,2.5,Veronika Franz,canada,"['thriller', 'drama', 'horror']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",thriller,73920,4,3.18
2020-12-20,The Queen's Gambit,2020,https://boxd.it/s1Ym,4.0,Scott Frank,usa,['drama'],"['Underdogs and coming of age', 'Moving relationship stories']",drama,331402,9,4.27
2020-12-26,Soul,2020,https://boxd.it/ioLA,4.5,Pete Docter,usa,"['family', 'drama', 'comedy', 'animation', 'fantasy']",['Humanity and the world around us'],family,661499,9,4.02
2020-12-27,Sound of Metal,2019,https://boxd.it/i7Q4,4.5,Darius Marder,usa,"['drama', 'music']","['Humanity and the world around us', 'Moving relationship stories']",drama,309897,10,4.13
2021-02-06,Ma Rainey's Black Bottom,2020,https://boxd.it/mLcm,3.0,George C Wolfe,usa,"['drama', 'music']","['Song and dance', 'Humanity and the world around us', 'Politics and human rights']",drama,103336,7,3.51
2021-02-06,Crawl,2019,https://boxd.it/iwYi,3.5,Alexandre Aja,canada,"['action', 'thriller', 'horror']","['Horror, the undead and monster classics', 'Monsters, aliens, sci-fi and the apocalypse']",action,98273,7,2.97
2021-02-12,A Quiet Place,2018,https://boxd.it/fVJQ,3.5,John Krasinski,usa,"['science-fiction', 'drama', 'horror']","['Monsters, aliens, sci-fi and the apocalypse', 'Horror, the undead and monster classics']",science-fiction,679281,6,3.71
2021-03-05,Judas and the Black Messiah,2021,https://boxd.it/lsew,4.5,Shaka King,canada,"['drama', 'history']",['Politics and human rights'],history,191974,9,4.02
2021-03-06,Nomadland,2020,https://boxd.it/lnRy,4.5,Chloe Zhao,usa,['drama'],"['Moving relationship stories', 'Humanity and the world around us', 'Politics and human rights']",drama,294156,9,3.84
2021-03-12,There Will Be Blood,2007,https://boxd.it/20Z2,4.0,Paul Thomas Anderson,usa,['drama'],['Faith and religion'],drama,391459,4,4.39
2021-03-16,The Handmaiden,2016,https://boxd.it/948A,4.0,Park Chan Wook,south-korea,"['romance', 'thriller', 'drama']","['Intense violence and sexual transgression', 'Thrillers and murder mysteries', 'Moving relationship stories']",romance,252860,10,4.37
2021-03-21,Minari,2020,https://boxd.it/mL9M,4.5,Lee Isaac Chung,usa,['drama'],"['Moving relationship stories', 'Faith and religion']",drama,238998,9,4.08
2021-04-12,Burning,2018,https://boxd.it/hHUa,5.0,Lee Chang Dong,south-korea,"['mystery', 'thriller', 'drama']","['Thrillers and murder mysteries', 'Intense violence and sexual transgression', 'Moving relationship stories', 'Humanity and the world around us']",mystery,152213,8,3.99
2021-05-01,I Saw the Devil,2010,https://boxd.it/FaK,3.5,Kim Jee Woon 2,south-korea,"['thriller', 'horror']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression', 'Thrillers and murder mysteries']",thriller,92010,10,3.97
2021-05-21,Saw III,2006,https://boxd.it/2aRC,3.5,Darren Lynn Bousman,usa,"['crime', 'horror', 'thriller']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",horror,89284,6,2.84
2021-05-29,A Quiet Place Part II,2020,https://boxd.it/iTx0,4.0,John Krasinski,usa,"['thriller', 'science-fiction', 'horror']","['Monsters, aliens, sci-fi and the apocalypse', 'Horror, the undead and monster classics']",thriller,310976,8,3.56
2021-06-07,The Conjuring: The Devil Made Me Do It,2021,https://boxd.it/eXZY,3.0,Michael Chaves,usa,"['mystery', 'thriller', 'horror']","['Horror, the undead and monster classics']",mystery,177528,6,2.85
2021-06-08,Bo Burnham: Inside,2021,https://boxd.it/v2uy,3.5,Bo Burnham,usa,"['comedy', 'drama']",[],comedy,267303,10,4.21
2021-06-09,Memories of Murder,2003,https://boxd.it/1TSo,4.0,Bong Joon Ho,south-korea,"['crime', 'drama', 'thriller']",['Thrillers and murder mysteries'],crime,207295,10,4.3
2021-06-10,Suspiria,2018,https://boxd.it/cioI,3.5,Luca Guadagnino,italy,"['horror', 'thriller']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",horror,198689,9,3.75
2021-06-18,Dogtooth,2009,https://boxd.it/158K,3.5,Yorgos Lanthimos,greece,['drama'],"['Intense violence and sexual transgression', 'Faith and religion', 'Moving relationship stories']",drama,121097,7,3.78
2021-06-21,Saint Maud,2019,https://boxd.it/l8QA,2.5,Rose Glass,uk,"['mystery', 'drama', 'horror']","['Faith and religion', 'Horror, the undead and monster classics', 'Intense violence and sexual transgression']",mystery,102731,9,3.54
2021-07-08,State of Play,2009,https://boxd.it/1JnA,3.0,Kevin Macdonald 1,france,"['mystery', 'drama', 'thriller']","['Thrillers and murder mysteries', 'High speed and special ops', 'Politics and human rights']",mystery,26032,6,3.26
2021-07-15,The Strange Thing About the Johnsons,2011,https://boxd.it/56nO,3.5,Ari Aster,usa,"['comedy', 'drama']","['Intense violence and sexual transgression', 'Horror, the undead and monster classics']",comedy,34540,6,3.31
2021-07-16,A Classic Horror Story,2021,https://boxd.it/sRY4,2.5,Roberto De Feo,italy,"['horror', 'mystery']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",horror,32401,8,2.77
2021-07-21,The Act of Killing,2012,https://boxd.it/44Cg,4.5,Joshua Oppenheimer,denmark,['documentary'],"['Politics and human rights', 'War and historical adventure']",documentary,47751,10,4.24
2021-07-25,I Care a Lot,2020,https://boxd.it/mcHk,3.5,J Blakeson,uk,"['crime', 'comedy', 'thriller', 'drama']","['Crime, drugs and gangsters', 'High speed and special ops', 'Thrillers and murder mysteries']",crime,202527,7,3.13
2021-07-26,Possessor,2020,https://boxd.it/fsJW,4.0,Brandon Cronenberg,australia,"['horror', 'science-fiction', 'thriller']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression', 'Monsters, aliens, sci-fi and the apocalypse']",horror,89110,8,3.62
2021-07-28,Let the Right One In,2008,https://boxd.it/1Qr0,4.0,Tomas Alfredson,sweden,"['drama', 'horror']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",drama,103174,10,4.0
2021-07-31,The Lords of Salem,2012,https://boxd.it/3yDm,2.0,Rob Zombie,canada,"['thriller', 'horror']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",thriller,22924,8,2.91
2021-08-01,My Heart Can't Beat Unless You Tell It To,2020,https://boxd.it/pLFY,4.0,Jonathan Cuartas,usa,"['drama', 'horror']",[],drama,5313,8,3.34
2021-08-02,Ju-on: The Grudge,2002,https://boxd.it/1SY6,4.5,Takashi Shimizu,japan,['horror'],"['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",horror,29655,8,3.35
2021-08-04,Funny Games,1997,https://boxd.it/1WKM,3.5,Michael Haneke,austria,"['thriller', 'horror', 'drama']","['Intense violence and sexual transgression', 'Horror, the undead and monster classics']",thriller,99033,9,3.89
2021-08-05,Lake Mungo,2008,https://boxd.it/1rWM,4.0,Joel Anderson,australia,"['thriller', 'horror']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",horror,41010,10,3.46
2021-08-06,Onibaba,1964,https://boxd.it/252a,4.0,Kaneto Shindo 1,japan,"['drama', 'horror']","['Horror, the undead and monster classics', 'Epic history and literature', 'Intense violence and sexual transgression']",drama,25941,10,4.03
2021-08-07,Pulse,2001,https://boxd.it/1s3y,4.0,Kiyoshi Kurosawa,japan,"['mystery', 'thriller', 'horror']","['Horror, the undead and monster classics', 'Monsters, aliens, sci-fi and the apocalypse']",mystery,37579,10,3.65
2021-08-15,The Descent,2005,https://boxd.it/1YNy,4.5,Neil Marshall,uk,"['adventure', 'horror']","['Horror, the undead and monster classics', 'Monsters, aliens, sci-fi and the apocalypse']",adventure,120057,9,3.64
2021-08-17,The Hills Have Eyes,1977,https://boxd.it/1Sa6,2.5,Wes Craven,usa,"['thriller', 'horror']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",thriller,39706,8,3.13
2021-08-20,Lights Out,2016,https://boxd.it/bAHc,3.5,David F Sandberg,usa,"['thriller', 'mystery', 'horror']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",thriller,84554,4,2.78
2021-08-21,Portrait of a Lady on Fire,2019,https://boxd.it/jkPq,5.0,Celine Sciamma,france,"['drama', 'romance']","['Moving relationship stories', 'Humanity and the world around us', 'Epic history and literature']",drama,367547,10,4.42
2021-08-24,Alien,1979,https://boxd.it/2awY,4.5,Ridley Scott,usa,"['science-fiction', 'horror']","['Monsters, aliens, sci-fi and the apocalypse', 'Horror, the undead and monster classics']",science-fiction,490201,9,4.28
2021-08-25,The Wicker Man,1973,https://boxd.it/1KnG,4.0,Robin Hardy,uk,['horror'],"['Faith and religion', 'Horror, the undead and monster classics']",horror,91561,8,3.89
2021-08-28,No Country for Old Men,2007,https://boxd.it/21ew,4.5,Joel Coen,no-country-for-old-men,"['drama', 'thriller', 'crime']","['Westerns', 'Crime, drugs and gangsters', 'Thrillers and murder mysteries']",drama,553923,8,4.27
2021-08-29,Tigers Are Not Afraid,2017,https://boxd.it/bIww,4.5,Issa Lopez,mexico,"['horror', 'fantasy', 'drama', 'thriller']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression', 'Crime, drugs and gangsters']",fantasy,16388,9,3.66
2021-08-30,The Brood,1979,https://boxd.it/1ovS,3.5,David Cronenberg,canada,"['science-fiction', 'horror']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",science-fiction,41709,8,3.58
2021-09-10,A Tale of Two Sisters,2003,https://boxd.it/248m,4.5,Kim Jee Woon 2,south-korea,"['horror', 'drama', 'mystery']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",horror,44233,8,3.66
2021-09-14,Malignant,2021,https://boxd.it/mViE,3.0,James Wan,usa,"['mystery', 'thriller', 'horror']","['Horror, the undead and monster classics', 'Monsters, aliens, sci-fi and the apocalypse']",mystery,188083,8,3.15
2021-09-26,Prom Night,2008,https://boxd.it/201c,1.5,Nelson Mccormick,usa,"['drama', 'horror', 'crime']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression', 'Thrillers and murder mysteries']",drama,14559,2,1.82
2021-10-02,The Texas Chain Saw Massacre,1974,https://boxd.it/1lcS,4.0,Tobe Hooper,usa,['horror'],"['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",horror,222011,10,3.9
2021-10-03,Titane,2021,https://boxd.it/nlQC,4.0,Julia Ducournau,belgium,"['horror', 'drama', 'thriller']","['Intense violence and sexual transgression', 'Horror, the undead and monster classics']",horror,178139,10,3.66
2021-10-04,The Invisible Man,2020,https://boxd.it/kWlA,4.0,Leigh Whannell,australia,"['horror', 'science-fiction', 'thriller']","['Horror, the undead and monster classics', 'Thrillers and murder mysteries', 'Intense violence and sexual transgression', 'Monsters, aliens, sci-fi and the apocalypse']",horror,326514,8,3.52
2021-10-06,The Empty Man,2020,https://boxd.it/iIWS,3.5,David Prior,france,"['mystery', 'thriller', 'horror']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression', 'Monsters, aliens, sci-fi and the apocalypse', 'Thrillers and murder mysteries']",mystery,46889,8,3.24
2021-10-13,V/H/S/94,2021,https://boxd.it/shhy,3.0,Simon Barrett,indonesia,['horror'],"['Horror, the undead and monster classics', 'Monsters, aliens, sci-fi and the apocalypse']",horror,23821,8,2.91
2021-10-16,The Medium,2021,https://boxd.it/s0oi,3.5,Banjong Pisanthanakun,south-korea,"['horror', 'thriller']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",horror,19401,7,3.36
2021-10-16,Ringu,1998,https://boxd.it/26tw,4.0,Hideo Nakata,japan,"['thriller', 'horror']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",thriller,57841,7,3.57
2021-10-18,Trick 'r Treat,2007,https://boxd.it/1zvE,4.0,Michael Dougherty,usa,"['horror', 'comedy']","['Horror, the undead and monster classics']",horror,73236,10,3.58
2021-10-19,Hellraiser,1987,https://boxd.it/1Zpi,4.5,Clive Barker,uk,['horror'],"['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",horror,115523,9,3.54
2021-10-22,Noroi: The Curse,2005,https://boxd.it/1BN6,4.5,Koji Shiraishi 1,japan,"['thriller', 'mystery', 'horror']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",thriller,22481,10,3.69
2021-10-23,The Wailing,2016,https://boxd.it/9fLy,5.0,Na Hong Jin,south-korea,"['mystery', 'horror']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression', 'Thrillers and murder mysteries']",mystery,89327,9,3.92
2021-10-29,High Life,2018,https://boxd.it/d6bk,2.5,Claire Denis,france,"['mystery', 'drama', 'science-fiction']","['Monsters, aliens, sci-fi and the apocalypse', 'Intense violence and sexual transgression']",mystery,89158,6,3.26
2021-11-01,Kandisha,2020,https://boxd.it/mqtG,2.5,Alexandre Bustillo 1,france,['horror'],[],horror,2248,5,2.91
2021-11-03,The Return of the Living Dead,1985,https://boxd.it/1V3W,3.5,Dan Obannon,usa,"['comedy', 'horror']","['Horror, the undead and monster classics', 'Monsters, aliens, sci-fi and the apocalypse', 'Crude humor and satire']",comedy,44540,10,3.85
2021-11-10,Caveat,2020,https://boxd.it/rX5M,3.5,Damian Mc Carthy,ireland,"['horror', 'thriller']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",thriller,10056,4,3.21
2021-11-17,Mother,2009,https://boxd.it/1m9g,4.0,Bong Joon Ho,south-korea,"['crime', 'mystery', 'drama', 'thriller']","['Thrillers and murder mysteries', 'Intense violence and sexual transgression', 'Crime, drugs and gangsters']",crime,78264,9,4.06
2021-11-22,The Terror Within,1989,https://boxd.it/1nGK,2.0,Thierry Notz,usa,"['science-fiction', 'horror']","['Monsters, aliens, sci-fi and the apocalypse', 'Horror, the undead and monster classics']",science-fiction,1187,6,2.43
2021-11-22,The Terror Within II,1991,https://boxd.it/3XwU,1.5,Andrew Stevens 1,usa,"['science-fiction', 'horror']",[],science-fiction,335,7,2.39
2021-11-22,Deathstalker,1983,https://boxd.it/1Lhu,1.0,James Sbardellati,argentina,"['action', 'fantasy']","['Epic heroes', 'Epic history and literature']",action,3543,5,2.24
2021-11-23,The Lobster,2015,https://boxd.it/7tnw,4.0,Yorgos Lanthimos,france,"['drama', 'romance', 'comedy']","['Relationship comedy', 'Humanity and the world around us', 'Intense violence and sexual transgression', 'Crude humor and satire']",drama,372068,9,3.78
2021-11-24,Her,2013,https://boxd.it/4O24,4.0,Spike Jonze,usa,"['romance', 'science-fiction', 'drama']","['Relationship comedy', 'Moving relationship stories', 'Humanity and the world around us']",romance,716613,9,4.04
2021-11-26,Harry Potter and the Chamber of Secrets,2002,https://boxd.it/29QI,3.5,Chris Columbus,uk,"['adventure', 'fantasy']",['Epic heroes'],adventure,509799,8,3.62
2021-12-16,Natural Born Killers,1994,https://boxd.it/2aNg,3.0,Oliver Stone,usa,"['drama', 'crime', 'thriller']","['Intense violence and sexual transgression', 'Crime, drugs and gangsters', 'Politics and human rights']",drama,107035,8,3.53
2021-12-17,Les Misérables,2012,https://boxd.it/2TT4,1.5,Tom Hooper,uk,"['drama', 'history']",['Song and dance'],drama,195907,2,3.53
2021-12-26,The Nine Lives of Christmas,2014,https://boxd.it/9vBY,3.5,Mark Jean,,"['drama', 'romance', 'tv-movie', 'comedy']","['Relationship comedy', 'Underdogs and coming of age']",drama,931,7,3.07
2021-12-28,Don't Look Up,2021,https://boxd.it/o0Hc,2.5,Adam Mckay,usa,"['drama', 'science-fiction', 'comedy']","['Politics and human rights', 'Crude humor and satire', 'Monsters, aliens, sci-fi and the apocalypse']",drama,730141,5,3.13
2021-12-31,Licorice Pizza,2021,https://boxd.it/qTKY,3.0,Paul Thomas Anderson,canada,"['comedy', 'drama']","['Relationship comedy', 'Underdogs and coming of age', 'Song and dance']",comedy,328690,9,3.7
2022-01-02,Censor,2021,https://boxd.it/oHFS,3.5,Prano Bailey Bond,uk,"['horror', 'mystery']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",horror,44686,7,3.24
2022-01-03,Gaia,2021,https://boxd.it/tWfq,3.0,Jaco Bouwer,south-africa,"['horror', 'fantasy', 'drama']","['Horror, the undead and monster classics', 'Monsters, aliens, sci-fi and the apocalypse']",horror,7526,6,2.99
2022-01-04,Punch-Drunk Love,2002,https://boxd.it/20E4,2.5,Paul Thomas Anderson,usa,"['drama', 'comedy', 'romance']",['Relationship comedy'],drama,219727,10,3.96
2022-01-14,I Know What You Did Last Summer,1997,https://boxd.it/2588,3.0,Jim Gillespie,usa,"['thriller', 'mystery', 'horror']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression', 'Thrillers and murder mysteries']",thriller,88296,7,2.9
2022-01-15,The Alpinist,2021,https://boxd.it/psEM,4.5,Peter Mortimer,austria,['documentary'],"['Humanity and the world around us', 'Faith and religion', 'Underdogs and coming of age']",documentary,15127,3,3.82
2022-01-16,Kwaidan,1964,https://boxd.it/1kbY,4.0,Masaki Kobayashi,japan,"['fantasy', 'drama', 'horror']","['Horror, the undead and monster classics', 'Epic history and literature']",fantasy,21076,10,4.14
2022-01-20,Creep,2014,https://boxd.it/7l4c,4.0,Patrick Brice,usa,['horror'],"['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",horror,118775,9,3.38
2022-01-21,Terrified,2017,https://boxd.it/hCyy,3.0,Demian Rugna,argentina,['horror'],"['Horror, the undead and monster classics', 'Monsters, aliens, sci-fi and the apocalypse']",horror,18527,7,3.23
2022-01-23,The Host,2006,https://boxd.it/28ZY,3.5,Bong Joon Ho,south-korea,"['science-fiction', 'horror', 'drama']","['Monsters, aliens, sci-fi and the apocalypse', 'Horror, the undead and monster classics']",science-fiction,133666,9,3.71
2022-01-25,You Won't Be Alone,2022,https://boxd.it/xjIG,3.5,Goran Stolevski,australia,"['history', 'horror', 'thriller', 'drama']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",history,9540,6,3.58
2022-01-27,House,1977,https://boxd.it/1vsm,4.0,Nobuhiko Obayashi 2,japan,"['comedy', 'fantasy', 'horror']","['Horror, the undead and monster classics']",comedy,109449,10,4.0
2022-01-28,Hellbound: Hellraiser II,1988,https://boxd.it/1ZfW,3.5,Tony Randel,uk,['horror'],"['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",horror,36930,8,3.26
2022-01-31,Suspiria,1977,https://boxd.it/1SNW,4.0,Dario Argento,italy,['horror'],"['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",horror,185894,10,3.96
2022-02-04,The Thing,1982,https://boxd.it/294O,4.5,John Carpenter,usa,"['science-fiction', 'horror', 'mystery']","['Monsters, aliens, sci-fi and the apocalypse', 'Horror, the undead and monster classics']",science-fiction,332141,10,4.32
2022-02-05,Diabolique,1955,https://boxd.it/29we,4.0,Henri Georges Clouzot,france,"['horror', 'thriller', 'drama']","['Thrillers and murder mysteries', 'Intense violence and sexual transgression', 'Horror, the undead and monster classics']",horror,37042,7,4.08
2022-02-20,The Texas Chainsaw Massacre,2003,https://boxd.it/1YQs,2.5,Marcus Nispel,usa,['horror'],"['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",horror,48214,5,2.91
2022-02-23,Texas Chainsaw Massacre,2022,https://boxd.it/ns6c,1.5,David Blue Garcia,usa,"['horror', 'thriller']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",horror,106616,3,1.99
2022-03-05,Hellbender,2021,https://boxd.it/w1Im,3.0,Toby Poser,usa,['horror'],"['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",horror,10180,8,3.22
2022-03-12,Fresh,2022,https://boxd.it/tCNi,3.0,Mimi Cave,usa,"['horror', 'thriller']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",horror,224323,8,3.52
2022-03-12,The Killing of a Sacred Deer,2017,https://boxd.it/dZ5G,4.0,Yorgos Lanthimos,uk,"['mystery', 'thriller', 'drama']","['Intense violence and sexual transgression', 'Horror, the undead and monster classics']",mystery,272286,9,3.75
2022-03-19,Hereditary,2018,https://boxd.it/hNVe,4.5,Ari Aster,usa,"['thriller', 'horror', 'mystery']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",thriller,683098,8,4.01
2022-03-21,The Secret in Their Eyes,2009,https://boxd.it/1vWw,4.5,Juan Jose Campanella 1,argentina,"['crime', 'mystery', 'drama']",['Thrillers and murder mysteries'],crime,51764,8,4.13
2022-03-24,Jackass Forever,2022,https://boxd.it/opUg,4.0,Jeff Tremaine,usa,"['comedy', 'documentary']","['Crude humor and satire', 'Underdogs and coming of age', 'Relationship comedy']",comedy,105840,7,3.77
2022-03-24,Turning Red,2022,https://boxd.it/ipkq,4.0,Domee Shi,usa,"['fantasy', 'comedy', 'family', 'animation']",['Underdogs and coming of age'],fantasy,379475,8,3.77
2022-03-27,Drive My Car,2021,https://boxd.it/sv94,4.0,Ryusuke Hamaguchi,japan,['drama'],"['Moving relationship stories', 'Humanity and the world around us']",drama,164076,9,4.14
2022-04-04,The Master,2012,https://boxd.it/2cBG,3.5,Paul Thomas Anderson,usa,['drama'],"['Faith and religion', 'Humanity and the world around us']",drama,211225,8,3.97
2022-04-04,The Evil Dead,1981,https://boxd.it/29Go,4.0,Sam Raimi,usa,['horror'],"['Horror, the undead and monster classics']",horror,194871,9,3.72
2022-04-17,The Night House,2020,https://boxd.it/jZze,3.0,David Bruckner 2,uk,"['horror', 'drama', 'mystery', 'thriller']","['Horror, the undead and monster classics', 'Thrillers and murder mysteries', 'Intense violence and sexual transgression']",horror,83313,7,3.43
2022-04-19,The Batman,2022,https://boxd.it/eDGs,4.0,Matt Reeves,usa,"['mystery', 'thriller', 'crime']","['Thrillers and murder mysteries', 'High speed and special ops', 'Crime, drugs and gangsters', 'Epic heroes']",mystery,971264,8,4.09
2022-04-21,Train to Busan,2016,https://boxd.it/dSQU,3.5,Yeon Sang Ho,south-korea,"['action', 'thriller', 'science-fiction', 'horror']","['Horror, the undead and monster classics', 'Monsters, aliens, sci-fi and the apocalypse']",thriller,327241,7,3.94
2022-04-26,Evil Dead II,1987,https://boxd.it/29Ge,4.0,Sam Raimi,usa,"['fantasy', 'comedy', 'horror']","['Horror, the undead and monster classics', 'Crude humor and satire']",fantasy,147127,10,4.05
2022-05-02,Tickled,2016,https://boxd.it/cWEG,3.5,David Farrier,new-zealand,['documentary'],"['Politics and human rights', 'Underdogs and coming of age', 'Intense violence and sexual transgression']",documentary,32461,9,3.72
2022-05-11,Taxi Driver,1976,https://boxd.it/2b8y,3.5,Martin Scorsese,usa,"['drama', 'crime']","['Politics and human rights', 'Crime, drugs and gangsters', 'Intense violence and sexual transgression']",drama,599128,10,4.21
2022-05-13,The Departed,2006,https://boxd.it/28MA,4.5,Martin Scorsese,usa,"['thriller', 'drama', 'crime']","['Crime, drugs and gangsters', 'Thrillers and murder mysteries']",thriller,444351,8,4.2
2022-05-15,Moneyball,2011,https://boxd.it/glS,3.0,Bennett Miller,usa,['drama'],['Underdogs and coming of age'],drama,224918,8,3.81
2022-05-20,Army of Darkness,1992,https://boxd.it/29G4,4.0,Sam Raimi,usa,"['horror', 'fantasy', 'comedy']","['Horror, the undead and monster classics', 'Epic heroes', 'Crude humor and satire', 'Monsters, aliens, sci-fi and the apocalypse']",horror,110346,9,3.74
2022-05-22,Prisoners,2013,https://boxd.it/4E5i,4.5,Denis Villeneuve,usa,"['drama', 'crime', 'thriller']","['Thrillers and murder mysteries', 'Intense violence and sexual transgression']",drama,457295,10,4.21
2022-05-29,The Found Footage Phenomenon,2021,https://boxd.it/uxyY,3.0,Phillip Escott,usa,['documentary'],[],documentary,1873,6,3.16
2022-06-02,X,2022,https://boxd.it/sxVa,3.5,Ti West,usa,"['horror', 'mystery', 'thriller']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",horror,216304,8,3.55
2022-06-04,Crimes of the Future,2022,https://boxd.it/uTuY,3.5,David Cronenberg,canada,"['horror', 'drama', 'science-fiction']","['Horror, the undead and monster classics', 'Monsters, aliens, sci-fi and the apocalypse', 'Intense violence and sexual transgression']",horror,73850,8,3.37
2022-06-07,Nightmare Alley,2021,https://boxd.it/m0HC,2.0,Guillermo Del Toro,usa,"['crime', 'thriller', 'drama']","['Thrillers and murder mysteries', 'Intense violence and sexual transgression']",crime,223902,6,3.48
2022-06-13,Arrival,2016,https://boxd.it/aNGk,3.5,Denis Villeneuve,usa,"['drama', 'science-fiction', 'mystery']","['Monsters, aliens, sci-fi and the apocalypse']",drama,749864,10,4.07
2022-06-15,We Need to Talk About Kevin,2011,https://boxd.it/2pTS,4.0,Lynne Ramsay,uk,"['thriller', 'drama']","['Intense violence and sexual transgression', 'Moving relationship stories']",thriller,190881,8,3.85
2022-06-26,The Other Guys,2010,https://boxd.it/1rtq,3.0,Adam Mckay,usa,"['comedy', 'crime', 'action']","['Crude humor and satire', 'Relationship comedy']",comedy,130844,8,3.21
2022-06-29,After Yang,2021,https://boxd.it/lx5a,3.5,Kogonada,usa,"['drama', 'science-fiction']","['Moving relationship stories', 'Humanity and the world around us', 'Monsters, aliens, sci-fi and the apocalypse']",drama,48912,9,3.87
2022-07-04,The Godfather: Part II,1974,https://boxd.it/2aNq,4.5,Francis Ford Coppola,usa,"['drama', 'crime']","['Politics and human rights', 'Epic history and literature', 'Crime, drugs and gangsters']",drama,357512,10,4.53
2022-07-07,The Babadook,2014,https://boxd.it/77xu,4.0,Jennifer Kent,australia,"['horror', 'drama']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",horror,255735,7,3.45
2022-07-08,Videodrome,1983,https://boxd.it/29uC,4.5,David Cronenberg,canada,"['science-fiction', 'horror', 'mystery']","['Horror, the undead and monster classics', 'Intense violence and sexual transgression', 'Monsters, aliens, sci-fi and the apocalypse']",science-fiction,120379,10,3.86
2022-07-09,Sympathy for Mr. Vengeance,2002,https://boxd.it/23WU,4.0,Park Chan Wook,south-korea,"['thriller', 'drama', 'action']","['Intense violence and sexual transgression', 'Crime, drugs and gangsters']",thriller,52057,9,3.86
