Date,Name,Year,Letterboxd URI,Rating,director,country,genres,themes,Major Genre,ratingCount,communityScoreRaw,communityScoreWeighted
2022-07-10,Oldboy,2003,https://boxd.it/29R2,4.5,Park Chan Wook,south-korea,"['drama', 'action', 'mystery', 'thriller']",['Intense violence and sexual transgression'],drama,323234,10,4.31
2022-07-14,Sympathy for Lady Vengeance,2005,https://boxd.it/248G,4.5,Park Chan Wook,south-korea,"['drama', 'thriller']","['Intense violence and sexual transgression', 'Crime, drugs and gangsters', 'Thrillers and murder mysteries']",drama,63499,9,3.93
2022-07-20,Incantation,2022,https://boxd.it/wFiI,3.0,Kevin Ko,taiwan,['horror'],"['Horror, the undead and monster classics', 'Intense violence and sexual transgression']",horror,32775,6,3.1
2022-07-22,Nope,2022,https://boxd.it/sDCe,4.0,Jordan Peele,usa,"['thriller', 'mystery', 'science-fiction', 'horror']","['Monsters, aliens, sci-fi and the apocalypse', 'Horror, the undead and monster classics']",thriller,278443,10,3.96
2022-08-06,Prey,2022,https://boxd.it/sNBU,4.0,Dan Trachtenberg,usa,"['horror', 'science-fiction', 'action']",[],horror,171995,7,3.66
2022-08-09,Antlers,2021,https://boxd.it/iI50,2.0,Scott Cooper,canada,"['drama', 'mystery', 'horror']","['Horror, the undead and monster classics', 'Monsters, aliens, sci-fi and the apocalypse', 'Intense violence and sexual transgression']",drama,50859,4,2.75
2022-08-22,Everything Everywhere All at Once,2022,https://boxd.it/jUk4,4.0,Daniel Scheinert,usa,"['adventure', 'action', 'science-fiction']","['Relationship comedy', 'Epic heroes']",adventure,614295,10,4.48
2022-08-22,Gone Girl,2014,https://boxd.it/6hQu,4.0,David Fincher,usa,"['drama', 'thriller', 'mystery']","['Thrillers and murder mysteries', 'Intense violence and sexual transgression']",drama,836385,10,4.06
2022-08-23,Death Proof,2007,https://boxd.it/27GG,4.0,Quentin Tarantino,usa,"['thriller', 'action']","['Horror, the undead and monster classics', 'High speed and special ops']",thriller,162219,10,3.49
2022-08-25,Moloch,2022,https://boxd.it/AdVg,3.0,Nico Van Den Brink,netherlands,['horror'],[],horror,2491,6,3.19
